Date,site_temp_min,site_temp_max,site_temp_WMO,site_temp_USGS,Precip_Weighing_Incremental,WindSpeed,RadiationIn,RadiationOut,VecAvgWindDir
2018/06/29,3.6,7.9,5.8,5.3,1,1.2,284.3,50.0,297
2018/06/30,3.5,6.4,5.0,5.0,0,3.3,225.9,40.0,nan
2018/07/01,3.3,8.1,5.7,5.9,0,5.7,231.9,39.4,28
2018/07/02,6.0,9.5,7.8,7.8,0,5.1,303.0,54.7,15
2018/07/03,6.6,12.8,9.7,9.3,0,4.2,352.5,65.4,10
2018/07/04,8.7,14.1,11.4,11.0,0,2.8,328.9,61.4,342
2018/07/05,5.9,10.5,8.2,8.1,1,3.6,219.9,38.5,360
2018/07/06,6.6,11.1,8.8,8.3,0,5.1,263.1,47.2,nan
2018/07/07,9.0,13.4,11.2,11.2,4,3.3,170.6,29.8,nan
2018/07/08,3.2,8.6,5.9,4.5,7,11.1,41.6,7.0,nan
2018/07/09,2.2,4.4,3.3,3.3,10,10.4,60.5,9.1,nan
2018/07/10,0.1,3.2,1.7,2.2,11,8.5,83.2,10.8,nan
2018/07/11,-1.0,2.3,0.6,0.5,20,3.7,168.7,91.4,nan
2018/07/12,0.5,6.1,3.3,3.2,2,2.3,284.9,69.7,20
2018/07/13,3.8,9.0,6.4,6.4,0,5.8,306.4,54.8,226
2018/07/14,-0.3,3.6,1.7,1.2,9,3.2,145.2,23.1,218
2018/07/15,1.1,7.2,4.2,3.8,0,1.0,261.3,42.4,356
2018/07/16,0.7,4.9,2.8,2.9,11,1.6,170.5,25.2,208
2018/07/17,0.3,6.1,3.2,2.4,7,1.9,226.6,36.9,35
2018/07/18,2.0,9.8,5.9,5.7,0,1.0,308.2,51.8,360
2018/07/19,6.0,11.8,8.9,8.6,0,1.1,216.5,36.6,330
2018/07/20,7.5,13.5,10.5,10.3,0,1.4,212.4,36.5,297
2018/07/21,9.3,15.1,12.2,11.8,0,2.6,293.9,51.8,354
2018/07/22,12.2,16.6,14.4,14.3,0,2.4,301.0,51.3,242
2018/07/23,11.3,14.5,12.9,12.9,0,3.5,315.7,55.0,207
2018/07/24,10.6,14.9,12.8,12.6,0,3.1,307.3,52.8,207
2018/07/25,9.5,13.6,11.6,11.6,0,2.7,269.3,45.4,210
2018/07/26,6.8,10.1,8.4,8.1,12,5.6,66.4,9.5,nan
2018/07/27,6.4,10.3,8.4,8.0,8,4.8,90.6,13.3,nan
2018/07/28,5.4,8.9,7.2,7.2,3,4.4,113.7,16.9,201
2018/07/29,5.9,12.3,9.1,8.9,10,2.4,210.6,32.2,215
2018/07/30,8.7,12.1,10.4,10.2,0,1.4,175.9,28.0,272
2018/07/31,8.3,14.6,11.4,11.3,0,2.1,267.3,44.5,355
2018/08/01,7.8,12.9,10.3,10.9,2,2.4,115.7,17.9,250
2018/08/02,4.0,8.9,6.5,5.4,44,5.6,38.8,5.5,219
2018/08/03,3.9,8.1,6.0,6.3,10,2.6,82.5,11.2,15
2018/08/04,5.9,7.1,6.5,6.4,101,3.3,36.3,4.7,213
2018/08/05,5.7,6.8,6.2,6.2,113,7.1,19.8,2.7,nan
2018/08/06,5.1,6.6,5.8,5.9,55,2.7,58.7,6.9,nan
2018/08/07,3.3,6.0,4.7,4.2,3,3.6,119.1,16.9,3
2018/08/08,1.3,3.2,2.2,2.3,8,7.9,152.3,24.0,nan
2018/08/09,0.1,2.0,1.1,1.1,0,8.3,232.4,38.5,nan
2018/08/10,0.4,6.0,3.2,3.2,1,2.5,171.1,28.4,152
2018/08/11,1.5,4.2,2.9,2.7,8,4.0,32.2,3.8,215
2018/08/12,3.3,5.9,4.6,4.3,41,9.9,19.0,2.5,nan
2018/08/13,1.8,4.3,3.0,3.2,66,5.7,18.0,2.2,nan
2018/08/14,0.5,2.3,1.4,1.6,40,2.4,67.7,8.1,230
2018/08/15,1.2,2.8,2.0,1.9,32,3.5,59.2,7.1,235
2018/08/16,-0.6,1.6,0.5,0.5,27,1.9,67.4,11.9,243
2018/08/17,-0.2,3.4,1.6,1.3,13,3.2,103.8,35.1,231
2018/08/18,0.2,4.5,2.4,2.7,0,2.4,133.1,21.1,233
2018/08/19,2.3,6.6,4.4,4.3,8,3.6,78.7,12.1,nan
2018/08/20,4.4,8.1,6.2,5.7,28,5.4,26.7,3.2,nan
2018/08/21,3.9,7.3,5.6,5.6,79,5.0,38.3,4.4,239
2018/08/22,2.1,6.5,4.3,4.3,14,3.9,183.0,27.7,49
2018/08/23,2.0,4.2,3.1,3.3,45,4.8,40.0,5.1,233
2018/08/24,0.2,2.5,1.4,1.4,41,1.9,67.0,8.2,254
2018/08/25,-0.8,4.4,1.8,2.0,5,1.1,149.8,22.7,46
2018/08/26,1.4,3.6,2.5,2.7,79,6.0,31.1,4.4,nan
2018/08/27,1.3,5.2,3.2,3.5,35,2.0,84.4,9.8,248
2018/08/28,0.1,3.7,1.9,2.5,0,7.9,136.6,22.5,40
2018/08/29,0.1,5.1,2.6,3.0,0,1.7,114.7,17.0,211
2018/08/30,-0.5,3.9,1.7,0.8,21,2.3,58.2,35.7,nan
2018/08/31,-1.9,2.1,0.1,-0.1,4,1.2,145.8,92.9,60
2018/09/01,-1.5,4.2,1.4,1.5,1,1.4,150.3,55.9,46
2018/09/02,-0.7,3.6,1.5,1.5,0,4.8,107.5,17.9,58
2018/09/03,0.9,6.0,3.5,3.4,0,1.2,104.7,16.2,214
2018/09/04,-0.1,5.0,2.5,2.4,0,3.5,162.4,28.3,50
2018/09/05,0.9,4.7,2.8,2.5,0,4.6,146.2,25.8,47
2018/09/06,-0.1,3.4,1.6,1.2,2,2.6,96.7,15.1,64
2018/09/07,0.0,2.3,1.1,1.4,0,9.3,179.8,31.7,50
2018/09/08,0.7,4.2,2.5,2.6,0,7.3,172.2,32.0,57
2018/09/09,0.8,5.3,3.0,3.4,0,5.0,155.7,28.5,51
2018/09/10,3.4,8.4,5.9,5.4,0,5.0,152.6,28.4,58
2018/09/11,2.2,8.1,5.2,5.5,0,5.0,154.5,28.7,44
2018/09/12,3.7,7.5,5.6,5.3,4,5.9,91.6,13.5,59
2018/09/13,1.6,4.0,2.8,2.6,1,9.3,171.6,29.0,39
2018/09/14,-0.1,6.7,3.3,3.4,0,1.6,152.5,26.7,29
2018/09/15,2.4,4.1,3.2,3.2,0,0.6,70.0,10.7,242
2018/09/16,0.2,2.8,1.5,1.2,3,0.6,51.4,6.4,nan
2018/09/17,0.2,3.1,1.7,1.5,1,0.5,92.0,14.4,nan
2018/09/18,0.3,4.6,2.4,2.7,0,1.7,108.9,18.2,34
2018/09/19,0.8,4.2,2.5,2.4,0,1.4,88.7,13.9,359
2018/09/20,-0.3,2.9,1.3,1.4,3,1.3,50.6,7.3,245
2018/09/21,-0.8,0.3,-0.2,-0.2,11,2.7,37.0,27.3,239
2018/09/22,-2.1,-0.7,-1.4,-1.6,43,5.2,60.8,48.5,nan
2018/09/23,-2.1,0.0,-1.1,-1.2,18,1.3,86.5,73.3,nan
2018/09/24,-2.0,0.6,-0.7,-0.8,14,9.8,48.2,40.6,nan
2018/09/25,-2.5,-0.1,-1.3,-1.7,18,0.4,73.9,58.2,nan
2018/09/26,-4.1,1.1,-1.5,-2.0,0,2.4,123.2,104.2,14
2018/09/27,-1.9,0.6,-0.6,-0.9,0,1.5,82.0,63.3,331
2018/09/28,-2.1,6.3,2.1,0.7,0,1.2,114.2,96.2,341
2018/09/29,1.3,8.0,4.7,4.2,0,1.4,117.4,96.1,359
2018/09/30,5.9,11.2,8.6,7.5,0,1.8,112.1,92.2,346
2018/10/01,5.4,11.7,8.6,8.2,0,3.4,111.1,85.8,289
2018/10/02,0.0,5.4,2.7,2.1,0,4.2,106.9,79.7,242
2018/10/03,-1.1,1.2,0.0,0.4,0,3.1,97.0,72.2,nan
2018/10/04,-1.0,2.4,0.7,0.6,0,2.0,66.9,46.1,237
2018/10/05,-1.1,1.4,0.1,0.1,1,0.7,53.4,36.2,nan
2018/10/06,-2.1,0.1,-1.0,-1.1,3,0.6,58.8,43.3,nan
2018/10/07,-4.0,-0.9,-2.5,-2.3,1,0.9,49.7,38.0,nan
2018/10/08,-8.7,-2.2,-5.4,-4.9,1,6.0,92.3,75.2,54
2018/10/09,-5.5,0.0,-2.8,-3.2,0,1.2,80.9,61.2,292
2018/10/10,-2.6,1.7,-0.5,-0.4,8,9.1,21.4,15.3,nan
2018/10/11,-3.8,-2.2,-3.0,-3.3,40,1.6,41.5,32.7,nan
2018/10/12,-4.6,0.0,-2.3,-3.0,4,2.2,32.8,25.5,nan
2018/10/13,-4.2,0.8,-1.7,-1.1,8,6.4,33.7,27.5,230
2018/10/14,-5.9,-1.3,-3.6,-4.0,0,0.3,41.5,49.1,nan
2018/10/15,-2.8,4.3,0.8,1.4,2,5.1,33.9,25.4,nan
2018/10/16,-2.0,4.7,1.4,0.1,4,10.1,28.1,19.8,nan
2018/10/17,-3.2,-2.0,-2.6,-2.7,16,0.3,22.0,17.0,nan
2018/10/18,-4.7,-3.1,-3.9,-3.6,7,0.3,29.9,23.5,nan
2018/10/19,-4.7,1.1,-1.8,-1.7,4,0.3,35.3,25.8,49
2018/10/20,-4.8,-2.0,-3.4,-3.7,19,0.3,18.1,14.2,nan
2018/10/21,-4.8,-0.5,-2.6,-1.9,0,0.4,47.8,34.3,235
2018/10/22,-3.6,3.2,-0.2,-1.3,0,4.0,57.3,47.2,nan
2018/10/23,-1.5,4.4,1.5,1.7,0,7.8,47.3,31.6,nan
2018/10/24,-3.7,-0.1,-1.9,-2.2,0,8.9,32.2,21.2,nan
2018/10/25,-2.9,1.8,-0.5,-1.5,0,6.5,41.0,29.2,nan
2018/10/26,-4.1,-2.4,-3.2,-3.6,0,4.1,26.6,16.6,nan
2018/10/27,-5.3,-3.8,-4.5,-4.5,2,4.9,22.1,15.4,nan
2018/10/28,-10.9,-2.1,-6.5,-6.4,0,5.4,29.0,19.4,63
2018/10/29,-14.5,-4.9,-9.7,-8.8,10,3.9,22.7,17.7,89
2018/10/30,-15.6,-9.4,-12.5,-12.1,0,2.1,45.5,39.8,68
2018/10/31,-13.6,-8.8,-11.2,-10.2,0,2.9,40.7,41.1,6
2018/11/01,-10.0,-3.0,-6.5,-5.8,0,3.6,40.5,40.1,23
2018/11/02,-6.5,-1.4,-4.0,-3.7,0,3.5,38.3,37.0,252
2018/11/03,-7.6,-3.0,-5.3,-5.3,0,2.6,36.8,35.4,8
2018/11/04,-8.1,-4.4,-6.2,-5.6,0,6.3,34.0,32.1,51
2018/11/05,-7.6,-3.3,-5.4,-5.5,0,2.0,32.2,30.6,354
2018/11/06,-8.1,-4.4,-6.2,-5.8,0,1.9,30.7,27.3,288
2018/11/07,-5.3,-3.3,-4.3,-4.4,0,2.3,15.8,10.2,nan
2018/11/08,-9.9,-4.7,-7.3,-7.3,4,3.0,14.1,10.6,78
2018/11/09,-11.5,-9.0,-10.2,-10.3,0,0.8,18.3,16.2,269
2018/11/10,-12.1,-6.3,-9.2,-9.6,1,2.2,19.2,18.5,308
2018/11/11,-7.5,-1.5,-4.5,-3.3,24,4.5,9.7,7.9,nan
2018/11/12,-2.1,-1.1,-1.6,-1.5,14,0.3,7.7,6.1,nan
2018/11/13,-5.0,-0.3,-2.6,-3.2,0,0.3,47.1,30.6,nan
2018/11/14,-7.4,-4.4,-5.9,-5.6,0,0.3,39.8,27.5,nan
2018/11/15,-8.3,-4.8,-6.6,-6.2,0,0.3,30.9,25.4,nan
2018/11/16,-8.6,-3.3,-5.9,-5.4,1,0.3,10.2,7.5,nan
2018/11/17,-4.5,-2.6,-3.5,-3.4,11,0.3,8.2,7.0,237
2018/11/18,-2.9,-0.5,-1.7,-1.9,12,0.3,6.3,5.6,nan
2018/11/19,-4.8,-0.3,-2.5,-2.9,3,0.3,15.5,13.6,nan
2018/11/20,-8.0,-3.8,-5.9,-5.6,0,0.3,10.5,8.9,nan
2018/11/21,-8.2,-5.6,-6.9,-6.8,0,0.3,7.4,6.2,nan
2018/11/22,-9.0,-5.2,-7.1,-7.7,0,0.3,10.5,15.3,nan
2018/11/23,-12.4,-8.5,-10.4,-10.6,0,0.3,10.5,9.5,nan
2018/11/24,-11.8,-3.7,-7.8,-8.0,3,0.3,6.5,5.3,236
2018/11/25,-5.1,1.8,-1.6,-2.7,1,1.0,7.7,5.3,232
2018/11/26,-6.0,2.6,-1.7,-1.4,0,6.6,5.9,4.6,282
2018/11/27,-4.2,-2.4,-3.3,-3.5,0,3.9,14.9,14.3,nan
2018/11/28,-7.0,-2.9,-5.0,-4.7,1,4.3,6.2,4.9,nan
2018/11/29,-11.8,-6.4,-9.1,-9.2,0,1.9,9.1,9.7,299
2018/11/30,-15.3,-11.0,-13.2,-13.0,0,1.0,9.2,13.1,nan
2018/12/01,-13.6,-7.1,-10.3,-9.1,6,5.3,3.8,3.1,239
2018/12/02,-8.9,-5.4,-7.2,-7.4,1,3.7,7.9,7.3,nan
2018/12/03,-12.3,-5.1,-8.7,-8.9,15,6.7,7.0,5.5,nan
2018/12/04,-11.9,-7.0,-9.4,-8.9,3,4.0,6.4,5.2,257
2018/12/05,-7.8,-3.5,-5.7,-5.8,4,7.8,4.1,3.2,nan
2018/12/06,-5.3,-4.1,-4.7,-4.7,14,2.9,2.4,2.0,nan
2018/12/07,-6.4,-3.7,-5.1,-4.6,2,2.2,5.2,4.5,236
2018/12/08,-6.4,-1.6,-4.0,-3.9,1,9.1,3.7,3.0,230
2018/12/09,-13.6,-4.6,-9.1,-9.5,0,10.3,11.9,9.2,231
2018/12/10,-13.0,-6.4,-9.7,-9.1,1,5.0,2.7,2.2,nan
2018/12/11,-10.4,-6.3,-8.3,-9.1,6,6.3,2.8,2.2,nan
2018/12/12,-13.2,-10.0,-11.6,-11.9,1,5.4,2.7,2.2,237
2018/12/13,-18.0,-10.6,-14.3,-14.7,3,5.4,4.0,3.1,nan
2018/12/14,-17.1,-11.5,-14.3,-14.6,6,8.4,2.3,2.0,nan
2018/12/15,-12.0,-8.2,-10.1,-10.3,0,5.5,2.4,2.4,290
2018/12/16,-11.5,-2.8,-7.2,-7.1,0,3.8,2.8,2.1,200
2018/12/17,-6.9,-2.7,-4.8,-5.3,2,6.8,3.1,2.3,nan
2018/12/18,-8.4,-3.6,-6.0,-5.7,0,2.7,3.5,4.7,10
2018/12/19,-13.2,-7.6,-10.4,-11.0,1,2.8,2.9,2.2,272
2018/12/20,-15.1,-11.7,-13.4,-13.1,1,2.1,3.6,2.9,291
2018/12/21,-15.7,-9.9,-12.8,-13.1,4,4.0,2.9,2.5,nan
2018/12/22,-10.8,-6.3,-8.6,-8.1,0,2.0,6.4,7.8,305
2018/12/23,-9.4,-5.7,-7.6,-7.5,0,4.2,4.2,5.8,28
2018/12/24,-13.2,-7.3,-10.2,-10.4,0,2.2,3.2,2.5,355
2018/12/25,-11.7,-7.9,-9.8,-10.0,1,1.7,5.3,4.8,260
2018/12/26,-11.3,-5.9,-8.6,-8.5,1,1.9,3.1,2.5,284
2018/12/27,-11.2,-6.4,-8.8,-9.0,1,2.4,5.3,5.3,308
2018/12/28,-11.9,-6.8,-9.3,-9.9,4,2.1,3.2,2.6,281
2018/12/29,-12.3,-9.8,-11.1,-10.6,6,1.5,3.5,3.3,237
2018/12/30,-12.2,-8.4,-10.3,-10.4,4,7.8,1.3,1.3,nan
2018/12/31,-8.8,-6.3,-7.6,-7.9,4,5.6,5.3,4.5,nan
2019/01/01,-9.0,-4.4,-6.7,-7.6,2,0.3,4.9,3.6,227
2019/01/02,-11.2,-9.1,-10.1,-9.8,13,0.3,2.9,2.1,nan
2019/01/03,-16.7,-10.2,-13.4,-13.4,2,0.3,4.4,4.0,46
2019/01/04,-16.5,-14.4,-15.4,-15.4,0,0.3,5.4,12.4,nan
2019/01/05,-17.6,-14.2,-15.9,-15.3,0,0.3,5.9,11.3,20
2019/01/06,-21.9,-15.6,-18.8,-18.6,0,0.3,5.4,12.0,49
2019/01/07,-21.1,-18.6,-19.9,-20.1,0,0.3,6.2,12.0,340
2019/01/08,-21.4,-15.4,-18.4,-18.2,0,0.3,6.1,5.5,282
2019/01/09,-19.6,-14.9,-17.2,-16.5,0,1.6,8.8,11.7,13
2019/01/10,-23.6,-18.5,-21.1,-21.5,1,2.9,6.3,6.0,50
2019/01/11,-23.0,-18.4,-20.7,-20.9,1,2.3,10.3,11.4,nan
2019/01/12,-19.9,-5.4,-12.6,-12.1,0,3.5,5.7,4.5,255
2019/01/13,-7.7,-4.4,-6.1,-6.2,0,9.1,5.4,3.8,233
2019/01/14,-7.4,-5.7,-6.6,-6.6,0,1.7,7.4,5.9,292
2019/01/15,-6.6,-1.5,-4.0,-3.9,0,3.9,11.7,13.0,12
2019/01/16,-6.1,-2.1,-4.1,-3.7,0,1.4,8.8,6.6,333
2019/01/17,-7.2,-4.3,-5.8,-5.8,0,3.1,13.5,14.6,7
2019/01/18,-12.5,-6.6,-9.6,-9.5,0,2.3,14.2,15.1,9
2019/01/19,-22.5,-12.0,-17.2,-15.7,0,1.2,14.7,15.8,342
2019/01/20,-22.6,-14.5,-18.6,-18.2,0,1.6,20.2,17.9,350
2019/01/21,-16.5,-10.7,-13.6,-13.2,1,1.5,10.5,8.6,255
2019/01/22,-10.9,-6.9,-8.9,-8.7,1,3.0,9.5,8.8,nan
2019/01/23,-7.4,-5.8,-6.6,-6.7,4,9.8,5.9,4.4,nan
2019/01/24,-6.4,-3.1,-4.8,-5.2,1,0.3,6.7,5.4,nan
2019/01/25,-9.5,-1.6,-5.5,-5.8,4,10.2,27.8,20.8,234
2019/01/26,-12.4,-9.6,-11.0,-11.0,0,0.5,12.3,11.8,nan
2019/01/27,-11.0,-5.1,-8.1,-7.8,0,2.1,9.8,11.7,nan
2019/01/28,-7.0,-3.7,-5.3,-5.1,6,3.5,8.8,6.4,247
2019/01/29,-5.8,-1.5,-3.6,-4.4,28,2.4,9.6,8.1,nan
2019/01/30,-10.7,-4.5,-7.6,-7.8,5,0.3,11.5,11.6,nan
2019/01/31,-18.3,-8.8,-13.6,-13.5,0,4.6,25.2,31.8,51
2019/02/01,-20.4,-15.3,-17.9,-17.5,0,4.5,29.3,31.9,30
2019/02/02,-19.2,-11.3,-15.2,-14.9,0,1.2,28.4,30.1,347
2019/02/03,-18.0,-10.3,-14.2,-13.1,10,1.6,15.1,13.1,243
2019/02/04,-12.9,-8.9,-10.9,-11.2,1,1.8,20.8,36.4,343
2019/02/05,-13.0,-8.8,-10.9,-10.5,5,1.6,16.1,14.7,268
2019/02/06,-11.2,-8.4,-9.8,-10.1,0,1.8,34.5,38.9,338
2019/02/07,-10.1,-5.2,-7.7,-7.4,0,1.3,24.1,20.4,341
2019/02/08,-8.2,-3.4,-5.8,-5.3,0,1.0,28.9,27.8,315
2019/02/09,-9.4,-5.1,-7.2,-7.6,0,1.4,34.3,35.3,357
2019/02/10,-9.3,-2.5,-5.9,-6.6,0,2.6,51.5,47.9,306
2019/02/11,-10.9,-7.0,-8.9,-8.9,1,2.4,25.0,20.8,238
2019/02/12,-15.6,-8.4,-12.0,-11.2,3,2.1,34.2,31.3,272
2019/02/13,-22.0,-14.9,-18.4,-18.8,1,9.1,55.5,51.0,47
2019/02/14,-21.3,-13.7,-17.5,-17.5,0,5.1,46.8,46.8,30
2019/02/15,-15.9,-9.3,-12.6,-13.1,0,2.6,51.5,51.6,6
2019/02/16,-15.3,-9.7,-12.5,-13.0,0,1.4,31.2,24.3,299
2019/02/17,-13.8,-6.4,-10.1,-9.0,9,4.5,23.9,19.2,nan
2019/02/18,-10.9,-8.0,-9.4,-9.0,21,0.3,17.2,13.9,nan
2019/02/19,-18.4,-10.4,-14.4,-14.0,0,0.3,32.2,43.3,nan
2019/02/20,-17.1,-13.2,-15.2,-15.4,2,0.3,36.5,31.1,nan
2019/02/21,-20.9,-11.7,-16.3,-14.7,1,0.3,45.8,56.0,nan
2019/02/22,-16.7,-11.1,-13.9,-14.1,0,0.3,44.1,61.9,17
2019/02/23,-12.3,-7.1,-9.7,-9.9,0,0.3,53.0,46.1,346
2019/02/24,-8.5,-2.2,-5.3,-5.8,0,1.0,70.5,62.7,9
2019/02/25,-4.7,2.7,-1.0,-2.0,0,0.7,72.2,65.0,4
2019/02/26,-2.8,1.8,-0.5,-0.7,0,1.7,77.1,68.2,336
2019/02/27,-3.5,-0.4,-1.9,-2.0,0,2.3,80.1,70.2,344
2019/02/28,-3.4,0.3,-1.6,-2.0,0,2.1,81.6,70.5,353
2019/03/01,-7.4,-0.8,-4.1,-3.7,0,2.1,84.7,72.4,340
2019/03/02,-11.6,-6.3,-8.9,-9.5,0,0.6,84.6,70.8,nan
2019/03/03,-11.5,-6.2,-8.8,-9.9,0,1.5,69.1,52.6,nan
2019/03/04,-13.5,-8.3,-10.9,-10.9,0,1.6,92.1,76.3,352
2019/03/05,-13.0,-7.1,-10.1,-10.4,0,1.2,90.0,72.8,318
2019/03/06,-11.3,-2.8,-7.1,-9.0,0,1.1,87.6,69.4,343
2019/03/07,-11.8,-6.2,-9.0,-10.0,2,1.5,86.0,65.0,256
2019/03/08,-10.3,-9.4,-9.9,-9.7,4,5.6,66.2,51.6,nan
2019/03/09,-10.0,-7.1,-8.6,-8.7,3,12.6,84.0,60.7,nan
2019/03/10,-8.3,-5.8,-7.1,-7.0,2,9.4,63.1,45.8,nan
2019/03/11,-8.8,-7.7,-8.2,-8.4,13,6.3,55.6,46.8,nan
2019/03/12,-9.7,-8.3,-9.0,-8.8,24,5.1,54.0,45.5,nan
2019/03/13,-11.0,-5.2,-8.1,-9.2,0,1.3,85.0,70.0,271
2019/03/14,-9.8,-7.6,-8.7,-8.3,0,7.4,58.2,44.2,235
2019/03/15,-10.3,-3.3,-6.8,-7.6,0,6.6,80.7,58.6,238
2019/03/16,-5.6,-1.8,-3.7,-3.9,0,7.9,87.8,63.5,239
2019/03/17,-5.6,0.3,-2.6,-3.2,3,8.7,74.3,53.5,232
2019/03/18,-4.4,-2.6,-3.5,-3.6,6,12.9,52.6,39.7,nan
2019/03/19,-8.5,-3.9,-6.2,-6.0,1,1.3,82.5,76.8,nan
2019/03/20,-3.9,1.8,-1.0,-0.9,0,2.2,93.9,64.2,nan
2019/03/21,-3.6,0.4,-1.6,-1.9,0,5.8,137.6,97.5,237
2019/03/22,-2.7,2.8,0.0,-0.0,0,1.8,122.5,83.7,291
2019/03/23,-3.5,2.9,-0.3,-0.7,1,3.4,113.1,78.6,279
2019/03/24,-5.6,-3.7,-4.7,-4.8,1,9.6,104.0,71.8,224
2019/03/25,-7.0,-3.6,-5.3,-5.8,1,2.1,111.0,81.0,nan
2019/03/26,-6.9,2.3,-2.3,-2.6,0,0.9,148.5,113.9,31
2019/03/27,-4.6,-0.3,-2.4,-2.8,0,1.0,94.6,67.2,230
2019/03/28,-5.6,0.9,-2.3,-3.5,0,1.1,137.7,100.8,251
2019/03/29,-7.3,-2.4,-4.8,-5.4,0,2.4,164.7,121.1,15
2019/03/30,-7.4,-0.2,-3.8,-4.4,0,2.9,168.1,121.1,29
2019/03/31,-3.1,6.0,1.4,1.9,0,2.8,165.0,115.4,28
2019/04/01,-1.8,4.5,1.4,0.6,0,1.2,170.0,116.3,348
2019/04/02,-6.3,-0.6,-3.4,-3.5,0,5.4,163.8,106.5,26
2019/04/03,-15.3,-6.4,-10.9,-12.4,0,13.8,190.7,125.9,46
2019/04/04,-15.4,-6.8,-11.1,-11.2,0,3.8,172.0,111.5,nan
2019/04/05,-10.6,-3.9,-7.2,-8.0,0,1.8,186.9,124.2,19
2019/04/06,-10.0,-2.4,-6.2,-5.4,1,3.2,134.2,96.1,nan
2019/04/07,-4.0,-0.6,-2.3,-2.4,0,2.2,189.3,128.9,314
2019/04/08,-5.1,-0.3,-2.7,-3.4,4,2.4,169.3,110.1,272
2019/04/09,-6.7,-1.5,-4.1,-5.4,1,5.2,156.0,106.2,249
2019/04/10,-6.1,-2.1,-4.1,-4.8,1,1.7,194.9,128.2,250
2019/04/11,-7.8,-5.3,-6.5,-6.6,0,7.8,154.3,99.9,226
2019/04/12,-7.6,-5.7,-6.7,-6.4,13,6.4,130.0,100.3,nan
2019/04/13,-8.7,-1.1,-4.9,-6.4,0,1.1,221.7,161.1,nan
2019/04/14,-7.9,-2.0,-5.0,-5.5,0,2.5,226.7,155.0,23
2019/04/15,-7.2,-1.2,-4.2,-5.3,0,1.7,188.9,120.8,307
2019/04/16,-8.4,1.5,-3.5,-5.0,0,1.8,230.4,150.2,331
2019/04/17,-7.8,-4.4,-6.1,-6.2,0,6.4,131.1,86.3,224
2019/04/18,-6.3,1.8,-2.2,-3.9,2,2.2,223.8,141.6,42
2019/04/19,-10.8,-5.1,-8.0,-8.9,6,8.7,173.8,115.4,229
2019/04/20,-11.0,-6.8,-8.9,-8.9,3,8.9,141.2,98.0,225
2019/04/21,-6.8,-1.2,-4.0,-4.0,0,5.3,177.3,113.6,188
2019/04/22,-10.5,-2.1,-6.3,-4.7,8,5.2,195.0,126.1,81
2019/04/23,-11.2,-5.5,-8.3,-9.8,3,2.1,193.4,152.9,nan
2019/04/24,-12.4,-6.4,-9.4,-9.8,0,1.0,255.3,187.5,253
2019/04/25,-10.9,-5.2,-8.1,-7.8,0,3.1,274.3,187.2,35
2019/04/26,-8.6,-5.6,-7.1,-7.0,0,6.0,273.2,191.2,42
